Tweet,HS,Abusive,HS_Individual,HS_Group,HS_Religion,HS_Race,HS_Physical,HS_Gender,HS_Other,HS_Weak,HS_Moderate,HS_Strong
berdalih 4 pilar majelis permusyawaratan rakyat dungukan biadabkan bangsa dakwah islam menyeru menyembah nyembah allah subhanahu wa taala benci *** memecahkan bangsa,1,1,0,1,1,0,0,0,0,0,1,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna kno gue bilang *** itu hati karena ikut makan duit pemerintahan yang sah sekarang tapi mau mengganti dasar pancasila negara dengan khilafah apa tidak *** itu namanya,1,1,0,1,0,0,0,1,0,0,1,0
selamat sore twit hari ini 184 presiden jokowi memimpin rapat terbatas ratas yang membahas mengenai perkembangan persiapan asian games xviii tahun di istana kepresidenan bogor jawa barat berikut beberapa butir arahannya simak ya,0,0,0,0,0,0,0,0,0,0,0,0
pemerintah menetapkan daftar proyek strategis nasional yang bakal direalisasikan menjadi si,0,0,0,0,0,0,0,0,0,0,0,0
saya yakin pemerintahan gus ipul dan puti ke depan akan memperkuat program nawacita presiden jokowi di jawa timur salam 2 jari gus ipul puti santun,0,0,0,0,0,0,0,0,0,0,0,0
pengguna mari ***,0,1,0,0,0,0,0,0,0,0,0,0
pengguna aaaamiiiiiiinnnnnmudahmudahan tidak ada yang *** terus riya posting gaji 1314 di lini masa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna saya dengar kalau laut banda tertutup untuk peneliti *** tapi bagaimana regulasinya jika penelitian di laut banda leader nya adalah peneliti indonesia dan menggunakan kapal riset indonesia tapi menyertakan peneliti ***,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna keypoint *** *** intelligence quotient sekolam mengeyel ujung ujungnya balik ke kolam pokoknya gantitrus apa lagi ya,1,1,0,1,0,0,0,0,1,0,1,0
pemikiran dua arah riskan dihantam masalah karena posisinya ditengah sebagai penyeimbang bila terlalu condong habislah sudah kalau hitam katakan hitam begitu pula sebaliknya,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna pengguna september perang partai komunis indonesia desember perang topi santa begitu saja terus sampai prabowo jadi menteri peranan wanita,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna ya saya bajingannterima kasih,0,1,0,0,0,0,0,0,0,0,0,0
pengguna wah bisa *** juga kamu hyung gue kira hidup kamu *** ternyata *** juga,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna gerombolan partai keadilan sejahtera masih bisa booking *** di hotel travel fashion hotel dan area sekitar gunung sahari plus markas besar dan sekitarnya alexis adalah cuma tumbal buat pencitraan sisanya di amankan sama wan abud,0,1,0,0,0,0,0,0,0,0,0,0
tahukah andanndengan mengajak 4 orang kawan adik beradik sedarah mara atau jiran 1 taman anda membeli pekerja seks komersial berjemaah bersama sama anda akan dapat pekerja seks komersial anda secara percuma shjnnpromosi nih uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
panitia pengawas pemilu sukamara belum terima laporan pelanggaran pilihan kepala daerah,0,0,0,0,0,0,0,0,0,0,0,0
luar biasa hingga kebijakan indonesia tidak boleh bertentangan dengan kepentingan cina,1,0,0,1,0,1,0,0,0,0,1,0
pengguna pengguna lupa ayahnya kan sudah mati bom bunuh diri di sbykamu jangan linglung,0,0,0,0,0,0,0,0,0,0,0,0
dewan perwakilan rakyat majelis permusyawaratan rakyat segera ambil tindakan pecat dengan tidak terhormat setya novanto kami tidak sudi diwakili manusia *** itu tertanda rakyat indonesia,1,1,1,0,0,0,0,0,1,1,0,0
pengguna iya huhu dia itu orangnya memang agak *** melihat sesuatu langsung wah wah wah sepertinya peru buat kompilasi dia bilang waaah wah,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna kamu yang lebih dongok suporter kok promosikan film wkwk sampai ikut berpolitik juga wkwk saya persib saya politik,1,1,1,0,0,0,0,0,1,1,0,0
pengguna cewek kamu manusia homo,1,1,1,0,0,0,0,1,0,1,0,0
apa usir saja buddha myanmar di sini supaya tidak buat kacau seperti di myanmar,1,0,0,1,1,1,0,0,0,0,1,0
kalau sulit menutup kebocoran kapal dimanamana ya ganti saja kapal baru,0,0,0,0,0,0,0,0,0,0,0,0
aku heran deh kenapa ya kamu tidak cape larilari di pikiranku,0,0,0,0,0,0,0,0,0,0,0,0
disebut norak dan *** oleh nagita slavina ibunda ayu ting ting doakan hal ini uniform resource locator,0,1,0,0,0,0,0,0,0,0,0,0
rt pengguna kenapa ya orang indonesia ini disuruh tertib susah banget salah satu contohnya adalah tertib untuk tidak naik ke kereta listrik,0,0,0,0,0,0,0,0,0,0,0,0
pengguna inikan *** anti islam ya jadi kita harus mengertilah,1,0,1,0,1,0,0,0,0,1,0,0
kalau pengguna provokasi lengserkan jokowigue ikut juga mau lengserkan jusuf kalla biar adil biar ramai jika tamak,1,0,1,0,0,0,0,0,1,1,0,0
pengguna tante kuntig mana dua jutanya lumayan buat lebaran,0,0,0,0,0,0,0,0,0,0,0,0
sudah *** ya yang bikin webtoon matahari 12 lingkaran itu yang nikah arka wah *** gue yang menangis,0,1,0,0,0,0,0,0,0,0,0,0
rt pengguna tontonperhatikan dan praktikan mantap need lebih kuat bottom like that *** parah gay video gay video gvid gay bandung,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ini *** sensasional tindakan dan peristiwa di luar nalar kita semakin dominan terjadi berdoalah semoga tidak ada yang mendeklarasikan islam *** nusantara,1,1,0,1,0,0,0,0,1,0,1,0
sebelum tentara saudi tiba di suriah isis *** lari ke libya uniform resource locator uniform resource locator,1,1,0,1,1,0,0,1,0,0,1,0
pengguna berapa bayaran artis ini ya bisa apa saja menangis tertawa tersakiti dan sebagainya memang multitalennartis film ***,0,0,0,0,0,0,0,0,0,0,0,0
jika ahok bebas ulama kemungkinan akan bisa memberi komando revolusi lengserkan jokowi sumber dariurl,1,0,1,0,0,0,0,0,1,1,0,0
rt pengguna bolehkah rindu pada yang kamu sebut *** sekalipun,0,1,0,0,0,0,0,0,0,0,0,0
selamat di atas penderitaan orang lain ih uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
rindu dengan pemimpinpemimpin seperti mereka,0,0,0,0,0,0,0,0,0,0,0,0
fabi ayyi alai rabikuma tukazziban alhamdulillah nikmat tuhan manalagi yang akan kalian dustakan terima kasih jokowi,0,0,0,0,0,0,0,0,0,0,0,0
buddha membantai muslim rohingya,1,0,0,1,1,0,0,0,0,0,1,0
presiden trump askorut adakan pembicaraan langsung tingkat tinggi presiden amerika donald trump berita dunia voa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kebijakan pengembalian barang kepada konsumen yang dilakukan apabila barang tersebut rusak *** produksi atau konsumen merasa kurang puas dengan produk tersebut terhitung selama 7 hari dari tanggal pembelian haus mini quiz hazid pengguna pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pendusta itu pemimpin agama kristen begitu ya teh,1,0,0,1,1,0,0,0,0,0,1,0
pengguna pengguna kamu yang goblok jadi twit sih apes sama omongan sih prabowo tidak mengarah kesitu,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna haha banyak bom,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna kartu kredit tidak punya tetapi pinjaman negara banyak,1,0,1,0,0,0,0,0,1,1,0,0
pengguna mbappennama nita aprianindomisili palembangnkuismingguanguesehatnid youtube nita apriani,0,0,0,0,0,0,0,0,0,0,0,0
aku paham sekarang kenapa pemerintah pusat terkesan surat pemberitahuan tahunan membiarkan anjing dengan segala program program *** progresifnya taunya ya biar masyarakat bisa nilai sendiri dan pasti program program itu hancur hancur sendiri kok ya namanya juga anjing memang bisa apa selain pose elang ngepet uniform resource locator,1,1,0,1,0,0,0,0,1,0,1,0
tulisan pagi ini tentang budaya umum yang sebenarnya merugikan kesehatan semoga berguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna saat dipimpin pengguna juga menjadi pendorong kuat bagi ump layak amp program badan penyelenggara jaminan sosial era penuh perubahan di kalangan buruh baik migran maupun lokal uniform resource locator jokowi cak imin jokowi majukan ekonomi umat join jombang,0,0,0,0,0,0,0,0,0,0,0,0
iya gara gara bupati samosir bilang kalau jokowi presiden pertama yang datang ke samosir terus hater ramai ramai membantah bilang hoaks karena ada foto soekarno di tepi danau toba dia tidak tau danau toba dikelilingi 7 kabupaten dan hater ini semua bukanlah orang sumatra utara,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna gue galak kasar omongannya tidak bisa dijaga nntapi pacar gue selama ini menerima gue apa adanya kalau sayang adalah mau,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kita tentu tak ingin lagi melihat ada anakanak yang harus ikut memikul bom demi menuruti delusi orang tuanya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna kaum *** *** saham itu soal pengambilan keputusan mayoritas bukan dapat keuntungan lebih banyaknemangnya siapa yang gaji pekerja yang punya alatnya semua dari freeport,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna yang tidak pakai jilbab *** megawati sri mulyani puan maharani kamu sebut apannmo mentwit pintar dulu ya tong,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna gue semua cerita bangsat suka sekalipun yang sad akhir sampai mewek benaran gue bacanya *** banget enggak sih wkwk,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna kamu ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna bodoh amatngak tertarik titik,0,1,0,0,0,0,0,0,0,0,0,0
pengguna lah bung karno anti *** indonesia keluar dari pbb dan gerakan non blok dimulai dari beliau dan mayoritas jawa memujanya sehingga dijadikannya presiden seumur hidup nnmentah min kamu,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna kondisi mencret setelah minum susu kental manis bukan disebabkan oleh kadar gula di dalamnya kondisi tersebut bisa terjadi karena banyak faktor seperti adanya intoleransi individu terhadap susu sapi,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna apa pak jokowi tidak punya staf ahli khusus mempertahankan aset nasional terlalu diktator jomlo lokal,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna hanya orang *** dan *** yang merasa bahaya kalau dengar kata dan dijadikan bahan bully pemerintah kritik presiden cukup katakan pak jangan sampai hutang menyebabkan cashflow negara negatif,0,1,0,0,0,0,0,0,0,0,0,0
pengguna ayahku tsundere dingin jarang omongan canggung begitu sama orang *** tapi kadang receh dan tidak pelit wkwk aku meminta apa saja langsung dibelikan saat itu juga beda sama mama yang harus menabung dulu lahnnbaru sampai di madrid jam 2 siang saja,0,0,0,0,0,0,0,0,0,0,0,0
makin masif saja para cina dan *** *** uniform resource locator,1,0,0,1,0,1,0,0,0,0,1,0
pengguna asli *** tidak kelar kelar nih partai kualitas kayak begini disebut partai allah wkwk begonya lagi *** micin masih setia saja mendukung bosnya jadi calon presiden dumb ception,1,1,0,1,0,0,0,0,1,0,1,0
pengguna orang indonesia yang waras sehat jasmani rohani sangat percaya presiden jokowi muslim berpengaruh di dunia kecuali kader dan anggota gerindra yang tidak percaya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna miiinn benar ya ternyata lembar aku justru bertambah aduh maaf min aku *** sendiri sudah mengerti sekarang haha terima kasih min youre the best,0,0,0,0,0,0,0,0,0,0,0,0
benar benar luar biasakami rakyat biasa hanya bisa melihat dan mendengar melakukan sesuai aturanbeberapa hari ini kabar di media terduga korupsi dan belum lagi berita tenaga kerja asing yang memenuhi lini masa berita televisi tapi uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pak pengguna proses buang islam tak boleh main paksa tapi harus dilakukan dengan kesadaran sendiri,1,0,0,1,1,0,0,0,0,0,1,0
ahok harus tamat penjarakan ahok penjarakan ahok,1,0,1,0,0,0,0,0,1,0,0,1
isu partai komunis indonesia terus di hembuskan grup grup pendukung prabowo,1,0,0,1,0,1,0,0,0,0,1,0
pak pengguna tolonglah ajak buzzer bapak untuk jadi lebih pintar bukan anggar jago menghina orang yang tidak suka pakai lapor polisi aduh,1,0,1,0,0,0,0,0,1,1,0,0
belum dijelaskan haji adalah penipuan ibrahim tak mungkin dikubur di kabah anda biarkan rakyat ditipu pak lukman,1,0,0,1,1,0,0,0,0,0,1,0
rt pengguna *** kah km ini bos yang mau bubarkan komisi pemberantasan korupsi siapa kalau bukan km dan orangorangmu,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna sampean *** yakl impor pesawat terbagi tidak papa ini impor garam tidak terbayang indonesia yang isinya garam semua kok garam juga diimpor dasar otak kamu ampu kaki,1,1,1,0,0,0,0,0,1,1,0,0
marked as toread catatan harian menantu *** by rosi l simamora uniform resource locator,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna yattp saja waspadaantek *** itu pintar kamuflase,1,0,0,1,0,1,0,0,0,0,1,0
jokowi terpilih dan dilantik sebagai presiden ri pada oktober,0,0,0,0,0,0,0,0,0,0,0,0
pengguna sudah seharusnya pejabat pemerintahan dari gubernur sampai tingkat menteri dan dewan perwakilan rakyat selayaknya dipotong gajinya untuk bayar pajak bayar zakat mal sisanya untuk fakir miskin dan untuk menutupi utang tawar,0,0,0,0,0,0,0,0,0,0,0,0
apapun masalah nya muara nya tanggung jawab presiden solusi dari solusi terbaik turunkan jokowi,1,0,1,0,0,0,0,0,1,0,0,1
presiden pengguna meminta agar sistem perizinan berusaha terintegrasi secara online atau online single submission bisa segera diterapkan baik di kementerian di tingkat provinsi di tingkat kabupaten di tingkat kota mus elshinta itu akurat pengguna,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna sekarang melecehkan gerakan salat sudah legal masnnitu ada pejabat kenalkan olahraga aneh *** sebelumnya kemana saja ya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna captain saya tai ganteng dari garam menjawab pengguna saya sepertinya wkwk,0,0,0,0,0,0,0,0,0,0,0,0
pengguna foto *** nya dong,0,1,0,0,0,0,0,0,0,0,0,0
pengguna jika ada tokoh agama lalu berpolitik praktis untuk jabatan jabatan publik dengan menggunakan identitas keagamaan itu di lingkungan agama buddha ibaratkan ada yang mengaku biksu tetapi makan daging iya minum minuman keras pun iya bahkan berkeluarga,1,0,0,1,1,0,0,0,0,0,1,0
pengguna pengguna pengguna bukan milik *** *** pastinyaga sampai otaknya ***,1,1,0,1,0,0,0,0,1,0,1,0
pengguna ayo sudah dukung penuh yang jelas,1,0,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna ada juga penakar liberal sekuler syiah *** intoleran ekstremis,0,0,0,0,0,0,0,0,0,0,0,0
namaku alana aku memiliki permasalahan yang rumit aku menyadari bahwa seseorang pasti pernah berada di titik terendah dan disinilah aku berada dititik terendah yang kelabu dan *** novel alana wattpad,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kamu punya gue punya dower punya rapper punya *** kamu milik semua tapi cukup gue yang punya hati kamu,0,0,0,0,0,0,0,0,0,0,0,0
gue juga memimpikan sentil biji *** ahok cetar cetar langsung kejang kejang dia mengadu ke jokowi jokowi makanya sunat dulu baru berbicara al maidah,1,1,1,0,0,0,0,0,1,1,0,0
pengguna *** 3 bulan 14 t,0,1,0,0,0,0,0,0,0,0,0,0
kalau kita tak paham hari ini kita paham bahwa betapa tingginya ilmu ulama dulu sampaikan kita pun tak paham tg ahmad ridauddin,0,0,0,0,0,0,0,0,0,0,0,0
pengguna wkwk *** kamu,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna pengguna sih asing mau rebut kekayaan indonesia,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna monyet *** piaraan cina loleng kamu,1,1,1,0,0,1,0,0,0,1,0,0
rt pengguna *** partai komunis indonesia dan simpatisannya juga proxy cina *** pasti sangat membenci tentara nasional indonesia dan panglimanya wajar sekali merek,1,0,0,1,0,1,0,0,0,0,1,0
pengguna pengguna pengguna pengguna pengguna pengguna harus ganti ini *** biar ulama ulama kita tak turun turun di jalan untuk demo demo suarakan keadilannsalut buat pengguna semoga demokrat dan partai islam lainnya ikut merapat,0,0,0,0,0,0,0,0,0,0,0,0
pengguna *** kata kata gue,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna kalau *** meja saya berwarna merah putih tidak boleh ditaruhkan asbak rokok dong ya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna hindu tidak mengenal hari persidangan hindu percaya pada hukum karma dimana tuhan adalah programmer agung yang memastikan semua perbuatan akan mendatangkan hasil yang sepadan hasilnya bukan dibakar di neraka tetapi dalam bentuk k,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kalau *** thailand adalah cegah dong oppa,0,1,0,0,0,0,0,0,0,0,0,0
pengguna promosi *** ***,1,1,1,0,0,0,0,0,1,1,0,0
sulit meyakinkan *** bahwa apel lebih manis dari pisang,0,0,0,0,0,0,0,0,0,0,0,0
ini daftar lengkap 14 proyek yang dicoret jokowi dari play station network,0,0,0,0,0,0,0,0,0,0,0,0
wah senang nya,0,0,0,0,0,0,0,0,0,0,0,0
pengguna iyakan saja gue lama lama kayak orang *** mengobrol sama kamu hyung,0,1,0,0,0,0,0,0,0,0,0,0
pengguna bukan nya kamu dan gerombolan kamu malah lebih sering menghina presiden mestinya kamu lebih dahulu yang diproses,1,0,1,0,0,0,0,0,1,1,0,0
saya suka video pengguna,0,0,0,0,0,0,0,0,0,0,0,0
cont kelamin wanita terdengar memenuhi lokasi rasanya setelah berubah wujud dirinya jadi lebih menjiwai perannyanndalam hati ia mengutuk para pemburu atau orangorang *** yang tiba tiba saja mengejarnya bersama dengan timnya yang bertugas co,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pers seharusnya dapat mengkritisi pernyataan menteri agama ini agar bangsa tidak terus dibohongi,0,0,0,0,0,0,0,0,0,0,0,0
pengguna kok gue lihat ini sih *** wkwk,0,1,0,0,0,0,0,0,0,0,0,0
sesembak depan camp jual susu sapi murninmaw itu susu sapi orang kambing orang kuda orang *** orang zebra murninpasti saya tutup hidung pas minumnya he,0,0,0,0,0,0,0,0,0,0,0,0
pengguna aku pawang *** aku pawangnya dia monyetnya,0,1,0,0,0,0,0,0,0,0,0,0
pengguna bau bau korban cowok yang pintar cakap dan bikin bawa perasaan dan ***,0,1,0,0,0,0,0,0,0,0,0,0
kapan kita mulai lengserkan jokowi frop itu sudah lebih parah frop pengguna,1,0,1,0,0,0,0,0,1,0,0,1
pengguna pengguna *** ya om,1,1,1,0,0,0,1,0,0,1,0,0
menyesal gue unfollow *** fers nya hilang malah diaudit jadi makin turun dari sebelumnya,0,1,0,0,0,0,0,0,0,0,0,0
pengguna pengguna pengguna pengguna pengguna baca mulai dari judulnya monyet biar tidak jadi domba ***,1,1,1,0,0,0,0,0,1,1,0,0
pilihan kepala daerah ntt,0,0,0,0,0,0,0,0,0,0,0,0
usai dibebaskan pengadilan ustaz alfian tanjung langsung ditangkap lagi dimana keadilan uniform resource locator uniform resource locator,1,0,1,0,0,0,0,0,1,1,0,0
pengguna kaab bin alasyraf itu kan salah satu tokoh yahudi yang sangat benci terhadap dakwah nabi bagaimana dia bisa hafal alquran,0,0,0,0,0,0,0,0,0,0,0,0
pengguna masalah segregasi nih memang dari zaman dahulu ada sejak zaman nabi muhammad memang tak boleh ubah sikap manusia untuk mengamalkan budaya diskriminasi malaysia nih actually sudah cukup aman pergaduhan memang ada tapi tak seteruk di luar sa,0,0,0,0,0,0,0,0,0,0,0,0
pengguna pengguna fitnah makanan kamu nih akun ***,1,1,1,0,0,0,0,0,1,1,0,0
pengguna kamu anak *** selalu bawa bawa agama kalau bicara politik harus tau wawasan wkwk kamu dangkal jadi kalau di media sosial kamu bicaranya sektarianisme pemecah belah masalah umat dan beragam suku dan ras agama bicara para kecebong makar orang panglima gatot saja tidak ada kaitannya,1,1,1,0,0,0,0,0,1,1,0,0
pengguna pengguna hehehehemuhammadiyah sudah biasa mas dulu kiai dahlan dituduh kiai *** dan lain lain,0,0,0,0,0,0,0,0,0,0,0,0
banyak ya festival budaya bulan iniii nabuuunggg,0,0,0,0,0,0,0,0,0,0,0,0
pengguna lalu kenapa pada waktu itu al alquran di jadikan alat bukti oleh kepala kepolisian republik indonesia dalam kasus bom surabaya,0,0,0,0,0,0,0,0,0,0,0,0
semoga allah segera menghancurleburkan *** buddha teroris yang telah menzalimi kaum muslim rohingya,1,0,0,1,1,0,0,0,0,0,1,0
rt pengguna itu lo yang dilakukan oppa oppa korea tapi banyak yang bilang oppa korea *** tapi masa *** ikut militeran 2 tahun,0,1,0,0,0,0,0,0,0,0,0,0
pengguna karena tidak percaya diri juga kayaknya buktinya kisahkisah profesor yahudi masuk islam karena takjub setelah meneliti bla bla bla masih suka seliweran di grup wa,0,0,0,0,0,0,0,0,0,0,0,0
1 meriah acara temu masyarakat indonesia dengan gubernur pengguna di konsulat jenderal republik indonesia istanbul khususnya kepada para pelajar bapak gubernur berpesan agar membangun jaringan dahulu sebelum kembali ke indonesia pengguna,0,0,0,0,0,0,0,0,0,0,0,0
rt pengguna pengguna zaman pak susilo bambang yudhoyono antekantek partai komunis indonesia tidak merajalela mengganas seperti masa sekarang,1,0,1,0,0,0,0,0,1,1,0,0
